customer_id,customer_name,gender,age_group,city,state,customer_segment,signup_date
C02181,Hredhaan Sethi,Female,45-54,Pune,Maharashtra,Regular,2024-07-22
C02182,Eesha Dar,Female,55+,Delhi,Delhi,Regular,2024-04-25
C02183,Noah Sarraf,Female,25-34,Madurai,Tamil Nadu,Loyal,2023-10-19
C02184,Damyanti Deep,Male,25-34,Hyderabad,Telangana,New,2024-11-16
C02185,Ekantika Bala,Female,45-54,Bhopal,Madhya Pradesh,Regular,2024-07-22
C02186,Yug Choudhry,Female,35-44,Kochi,Kerala,Regular,2024-10-24
C02187,Sanya Varghese,Male,45-54,Delhi,Delhi,Loyal,2025-10-02
C02188,Yuvraj Parsa,Female,55+,Trichy,Tamil Nadu,New,2023-12-27
C02189,Qarin Dutta,Female,35-44,Kochi,Kerala,Regular,2024-11-28
C02190,Nirja Aurora,Female,18-24,Indore,Madhya Pradesh,Regular,2025-09-17
C02191,Chanchal Chadha,Male,25-34,Kochi,Kerala,Regular,2024-03-21
C02192,Turvi Bava,Male,25-34,Ahmedabad,Gujarat,Regular,2025-09-02
C02193,Nachiket Chaudhary,Male,35-44,Lucknow,Uttar Pradesh,Regular,2024-10-29
C02194,Kai Wason,Male,18-24,Bhubaneswar,Odisha,New,2025-12-29
C02195,Jeevika Bajaj,Female,45-54,Madurai,Tamil Nadu,Loyal,2024-10-22
C02196,Hitesh Dewan,Male,45-54,Madurai,Tamil Nadu,New,2026-04-30
C02197,Quincy Din,Female,35-44,Kochi,Kerala,Regular,2025-07-30
C02198,Lila Mital,Female,55+,Patna,Bihar,Regular,2025-10-07
C02199,Banjeet Prasad,Male,18-24,Kochi,Kerala,Regular,2025-05-14
C02200,Manan Ranganathan,Male,35-44,Ahmedabad,Gujarat,Loyal,2023-10-20
C02201,Falguni Desai,Female,18-24,Kolkata,West Bengal,High Value,2024-09-18
C02202,Jatin Zachariah,Male,18-24,Indore,Madhya Pradesh,New,2026-05-15
C02203,Siya Chaudry,Female,35-44,Kochi,Kerala,Loyal,2025-12-08
C02204,Laksh Hans,Male,35-44,Mysuru,Karnataka,New,2023-12-12
C02205,Yasti Venkataraman,Male,45-54,Bengaluru,Karnataka,New,2024-12-15
C02206,Akshay Vyas,Female,55+,Trichy,Tamil Nadu,Loyal,2025-02-24
C02207,Harinakshi Verma,Male,18-24,Mysuru,Karnataka,Loyal,2025-04-29
C02208,Nikita Gara,Female,45-54,Hyderabad,Telangana,Regular,2023-09-08
C02209,Yatan Varty,Male,25-34,Visakhapatnam,Andhra Pradesh,New,2024-11-13
C02210,Yagnesh Sarraf,Female,18-24,Madurai,Tamil Nadu,Regular,2025-01-16
C02211,Jagdish Narang,Male,55+,Jaipur,Rajasthan,Regular,2026-06-30
C02212,Michael Goda,Male,18-24,Indore,Madhya Pradesh,New,2024-10-01
C02213,Ekansh Arya,Male,18-24,Chennai,Tamil Nadu,Regular,2025-06-22
C02214,Keya Vasa,Female,55+,Chennai,Tamil Nadu,Regular,2025-06-18
C02215,Wridesh Khare,Female,45-54,Pune,Maharashtra,Loyal,2026-03-12
C02216,Tanay Misra,Female,35-44,Visakhapatnam,Andhra Pradesh,Regular,2024-10-15
C02217,Abha Kapadia,Female,25-34,Jaipur,Rajasthan,Loyal,2026-03-21
C02218,Turvi Nigam,Female,55+,Kolkata,West Bengal,New,2025-11-01
C02219,Bhavna Apte,Female,18-24,Ahmedabad,Gujarat,New,2026-06-22
C02220,Ekaja Saraf,Male,18-24,Kolkata,West Bengal,Regular,2024-10-09
C02221,Nicholas Kohli,Female,25-34,Bhopal,Madhya Pradesh,Regular,2024-06-29
C02222,Ati Dube,Female,55+,Visakhapatnam,Andhra Pradesh,Regular,2024-08-31
C02223,Charvi Rana,Male,35-44,Hyderabad,Telangana,New,2025-01-06
C02224,Madhavi Pandit,Male,35-44,Ahmedabad,Gujarat,Regular,2026-06-21
C02225,Max Chowdhury,Female,45-54,Mumbai,Maharashtra,Loyal,2025-04-07
C02226,Zayyan Suri,Female,45-54,Madurai,Tamil Nadu,Loyal,2024-06-10
C02227,Tara Kaur,Male,45-54,Indore,Madhya Pradesh,Regular,2024-01-18
C02228,Xiti Gupta,Male,55+,Hyderabad,Telangana,Loyal,2023-10-28
C02229,Viraj Tara,Male,25-34,Bhopal,Madhya Pradesh,Regular,2023-11-29
C02230,Gayathri Devi,Female,55+,Madurai,Tamil Nadu,High Value,2023-08-27
C02231,Vedant Dara,Male,45-54,Lucknow,Uttar Pradesh,High Value,2024-06-16
C02232,Lopa Kant,Male,25-34,Indore,Madhya Pradesh,Regular,2023-10-29
C02233,Kavya Goel,Male,45-54,Madurai,Tamil Nadu,High Value,2024-11-23
C02234,Patrick Chawla,Male,35-44,Chennai,Tamil Nadu,Loyal,2024-11-28
C02235,Bimala Mukhopadhyay,Male,35-44,Pune,Maharashtra,Regular,2025-06-05
C02236,Warhi Sampath,Male,55+,Trichy,Tamil Nadu,Regular,2023-10-12
C02237,Onkar Muni,Male,35-44,Indore,Madhya Pradesh,Loyal,2026-05-07
C02238,Inaya Deshpande,Male,35-44,Bhubaneswar,Odisha,Regular,2024-05-25
C02239,Abhimanyu More,Female,25-34,Kolkata,West Bengal,Regular,2023-09-29
C02240,Samuel Kapur,Female,18-24,Trichy,Tamil Nadu,New,2025-04-23
C02241,Charan Rana,Male,18-24,Jaipur,Rajasthan,Regular,2025-10-16
C02242,Frederick Arya,Female,45-54,Bengaluru,Karnataka,Regular,2025-12-28
C02243,Umang Bhagat,Female,18-24,Chennai,Tamil Nadu,Regular,2024-12-28
C02244,Ira Yadav,Female,45-54,Hyderabad,Telangana,Regular,2024-01-28
C02245,Onveer Prabhakar,Male,55+,Ahmedabad,Gujarat,Regular,2024-01-16
C02246,Hredhaan Dhingra,Male,18-24,Bhubaneswar,Odisha,Regular,2024-07-07
C02247,Vaishnavi Mand,Female,35-44,Patna,Bihar,New,2026-05-14
C02248,Jatin Pandit,Male,45-54,Delhi,Delhi,Regular,2025-10-07
C02249,Dhruv Ravel,Female,25-34,Bengaluru,Karnataka,Loyal,2025-05-10
C02250,Ryan Brar,Female,35-44,Coimbatore,Tamil Nadu,Regular,2024-01-21
C02251,Azad Seshadri,Female,55+,Trichy,Tamil Nadu,Regular,2025-10-30
C02252,Sneha Sabharwal,Female,35-44,Hyderabad,Telangana,Loyal,2026-01-04
C02253,Yashica Soman,Male,35-44,Kolkata,West Bengal,New,2025-04-17
C02254,Ekantika Ganguly,Male,18-24,Hyderabad,Telangana,Loyal,2025-04-23
C02255,Chanchal Vyas,Female,45-54,Mysuru,Karnataka,Regular,2023-11-08
C02256,Gabriel Shere,Male,55+,Mysuru,Karnataka,Regular,2025-07-08
C02257,Vansha Setty,Female,35-44,Kochi,Kerala,Loyal,2024-12-01
C02258,Saumya Dasgupta,Male,55+,Kolkata,West Bengal,Loyal,2023-08-23
C02259,Ekaraj Mannan,Male,55+,Delhi,Delhi,Regular,2024-12-02
C02260,Gavin Agate,Female,55+,Bengaluru,Karnataka,Loyal,2023-11-08
C02261,Benjamin Gera,Female,45-54,Coimbatore,Tamil Nadu,Regular,2025-02-16
C02262,Upma Mangat,Male,45-54,Bhubaneswar,Odisha,Regular,2026-07-08
C02263,Upadhriti Lanka,Male,25-34,Delhi,Delhi,Regular,2024-06-30
C02264,Bishakha Muni,Male,35-44,Hyderabad,Telangana,Loyal,2025-06-29
C02265,Unni Bassi,Male,25-34,Bhubaneswar,Odisha,Regular,2025-10-12
C02266,Hemangini Varty,Male,18-24,Kochi,Kerala,New,2025-02-11
C02267,Raksha Kota,Male,18-24,Indore,Madhya Pradesh,New,2026-01-23
C02268,Dayita Yogi,Female,55+,Bhopal,Madhya Pradesh,Regular,2025-07-19
C02269,Nachiket Kumar,Female,25-34,Bengaluru,Karnataka,New,2025-02-21
C02270,Gavin Sagar,Female,45-54,Mumbai,Maharashtra,Regular,2025-10-17
C02271,Ishaan Lall,Male,45-54,Visakhapatnam,Andhra Pradesh,Loyal,2024-03-21
C02272,Reva Bera,Female,45-54,Madurai,Tamil Nadu,Regular,2025-09-07
C02273,Odika Tata,Female,18-24,Lucknow,Uttar Pradesh,New,2023-11-22
C02274,Meghana Gandhi,Male,45-54,Madurai,Tamil Nadu,Regular,2025-07-01
C02275,Chaitanya Brar,Male,18-24,Bhopal,Madhya Pradesh,Regular,2025-08-31
C02276,Baljiwan Kala,Female,35-44,Bhubaneswar,Odisha,Regular,2023-11-12
C02277,Harita Mani,Male,45-54,Trichy,Tamil Nadu,Regular,2024-07-25
C02278,Guneet Luthra,Female,55+,Kochi,Kerala,New,2025-06-22
C02279,Gauri Kannan,Male,55+,Jaipur,Rajasthan,New,2024-05-29
C02280,Ekansh Agate,Female,55+,Chennai,Tamil Nadu,Loyal,2024-02-19
C02281,Sneha Mohanty,Female,18-24,Bhopal,Madhya Pradesh,Regular,2025-09-10
C02282,Vansha Sachdeva,Male,25-34,Bhubaneswar,Odisha,High Value,2026-06-10
C02283,Chandresh Butala,Male,55+,Trichy,Tamil Nadu,Regular,2025-06-16
C02284,Manbir Shere,Female,35-44,Chennai,Tamil Nadu,New,2024-12-23
C02285,Urishilla Koshy,Male,25-34,Bengaluru,Karnataka,New,2023-08-20
C02286,Yagnesh Char,Male,18-24,Pune,Maharashtra,High Value,2025-11-29
C02287,Caleb Mistry,Female,35-44,Bhopal,Madhya Pradesh,High Value,2025-08-28
C02288,Akshay Mohanty,Female,18-24,Mysuru,Karnataka,Regular,2025-07-29
C02289,Arjun Lad,Female,55+,Coimbatore,Tamil Nadu,Regular,2024-07-14
C02290,Chaaya Lalla,Female,35-44,Bhubaneswar,Odisha,Regular,2024-06-12
C02291,Wakeeta Gole,Male,18-24,Ahmedabad,Gujarat,Regular,2024-03-11
C02292,Faris Magar,Male,18-24,Coimbatore,Tamil Nadu,New,2024-08-09
C02293,Tripti Kar,Male,25-34,Delhi,Delhi,Regular,2024-04-24
C02294,Parth Srivastava,Female,35-44,Hyderabad,Telangana,New,2024-05-16
C02295,Edhitha Sekhon,Female,18-24,Visakhapatnam,Andhra Pradesh,Regular,2024-07-01
C02296,Andrew Nayak,Female,25-34,Pune,Maharashtra,Regular,2023-09-16
C02297,Frederick Deol,Female,45-54,Madurai,Tamil Nadu,Loyal,2025-06-05
C02298,Lopa Loyal,Male,18-24,Bengaluru,Karnataka,Regular,2024-03-18
C02299,Aayush Krish,Male,35-44,Pune,Maharashtra,Regular,2024-10-13
C02300,Vamakshi Roy,Male,45-54,Bhopal,Madhya Pradesh,Loyal,2025-08-25
C02301,Advika Singh,Female,45-54,Jaipur,Rajasthan,New,2026-01-24
C02302,Lekha Dhar,Male,18-24,Visakhapatnam,Andhra Pradesh,Regular,2025-07-08
C02303,Zansi Koshy,Male,55+,Patna,Bihar,Regular,2024-07-06
C02304,Zayan Gokhale,Male,35-44,Jaipur,Rajasthan,Loyal,2023-10-03
C02305,Vansha Minhas,Male,25-34,Pune,Maharashtra,Regular,2026-06-26
C02306,Jhalak Gandhi,Female,25-34,Trichy,Tamil Nadu,Regular,2025-09-17
C02307,Jagat Kala,Male,25-34,Trichy,Tamil Nadu,Regular,2025-12-21
C02308,Tanish Lad,Female,18-24,Delhi,Delhi,Regular,2024-06-13
C02309,Hemal Dyal,Female,55+,Bhubaneswar,Odisha,Regular,2024-08-25
C02310,Oliver Saini,Male,25-34,Trichy,Tamil Nadu,Regular,2026-07-10
C02311,Deepa Tara,Male,35-44,Kolkata,West Bengal,Loyal,2023-08-11
C02312,Anmol Kohli,Female,45-54,Patna,Bihar,Regular,2026-02-26
C02313,Ikbal Manda,Male,55+,Pune,Maharashtra,Loyal,2026-05-21
C02314,Ryan Pal,Male,45-54,Bengaluru,Karnataka,Regular,2026-07-09
C02315,Ijaya Patel,Male,35-44,Pune,Maharashtra,Loyal,2023-10-01
C02316,Nidra Raj,Female,45-54,Mumbai,Maharashtra,New,2023-11-23
C02317,Rushil Misra,Female,55+,Ahmedabad,Gujarat,Regular,2023-10-03
C02318,Hritik Gola,Male,35-44,Kochi,Kerala,Regular,2024-03-01
C02319,Bhavini Karnik,Female,45-54,Madurai,Tamil Nadu,Loyal,2026-06-27
C02320,Aditya Dua,Male,18-24,Madurai,Tamil Nadu,Loyal,2024-07-06
C02321,Qushi Gole,Male,55+,Madurai,Tamil Nadu,New,2026-07-02
C02322,Chanakya Mohan,Female,18-24,Delhi,Delhi,High Value,2026-04-28
C02323,Jonathan Shan,Male,45-54,Kochi,Kerala,Regular,2024-12-26
C02324,Wridesh Gara,Male,45-54,Patna,Bihar,New,2023-10-20
C02325,Urmi Munshi,Male,45-54,Hyderabad,Telangana,Loyal,2023-10-25
C02326,Gaurangi Narang,Male,55+,Ahmedabad,Gujarat,Regular,2024-09-13
C02327,Lavanya Natarajan,Female,25-34,Coimbatore,Tamil Nadu,Regular,2023-08-28
C02328,Kevin Bajaj,Male,25-34,Bhopal,Madhya Pradesh,New,2025-01-11
C02329,Arjun Dhingra,Female,18-24,Bengaluru,Karnataka,Regular,2026-07-01
C02330,Upma Thakkar,Male,35-44,Kolkata,West Bengal,High Value,2025-04-16
C02331,Tanish Badami,Male,55+,Jaipur,Rajasthan,Loyal,2024-05-30
C02332,Yashawini Saini,Female,35-44,Trichy,Tamil Nadu,Regular,2023-12-21
C02333,Unni Bhavsar,Male,18-24,Pune,Maharashtra,Loyal,2024-09-24
C02334,Neelima Verma,Female,25-34,Bhubaneswar,Odisha,Loyal,2025-09-07
C02335,Pushti Brahmbhatt,Male,45-54,Bhopal,Madhya Pradesh,Loyal,2023-08-12
C02336,Dalaja Tella,Male,35-44,Indore,Madhya Pradesh,New,2025-09-15
C02337,Baghyawati Pandey,Female,35-44,Lucknow,Uttar Pradesh,Regular,2025-11-17
C02338,Veer Gour,Female,25-34,Chennai,Tamil Nadu,Regular,2025-09-25
C02339,Alka Brar,Male,45-54,Chennai,Tamil Nadu,Regular,2025-06-02
C02340,Chakradev Char,Male,45-54,Madurai,Tamil Nadu,New,2026-01-19
C02341,Divya Thaker,Male,25-34,Indore,Madhya Pradesh,Loyal,2024-03-07
C02342,Devansh Gade,Male,45-54,Pune,Maharashtra,Regular,2024-03-05
C02343,Xiti Tandon,Female,45-54,Delhi,Delhi,Loyal,2024-02-07
C02344,Robert Dada,Female,18-24,Patna,Bihar,High Value,2023-09-02
C02345,Kamya Chand,Male,25-34,Lucknow,Uttar Pradesh,Regular,2024-06-19
C02346,Jonathan Murty,Male,35-44,Kochi,Kerala,Loyal,2025-08-23
C02347,Vedant Rao,Male,25-34,Hyderabad,Telangana,Regular,2026-07-11
C02348,Teerth Soni,Female,45-54,Bengaluru,Karnataka,Loyal,2025-08-05
C02349,Yash Kohli,Male,25-34,Coimbatore,Tamil Nadu,Loyal,2023-11-06
C02350,Radha Sura,Male,45-54,Pune,Maharashtra,Regular,2026-06-28
C02351,Manan Kurian,Male,35-44,Indore,Madhya Pradesh,Loyal,2025-02-28
C02352,Devika Dara,Female,25-34,Kolkata,West Bengal,New,2025-04-29
C02353,Naksh Sandal,Male,25-34,Trichy,Tamil Nadu,New,2025-07-23
C02354,Dayita Bedi,Male,25-34,Bhopal,Madhya Pradesh,New,2024-07-19
C02355,Hema Ramachandran,Female,55+,Jaipur,Rajasthan,Loyal,2025-04-01
C02356,Amruta Krish,Female,35-44,Kochi,Kerala,Regular,2024-08-04
C02357,Neelima Gera,Female,25-34,Madurai,Tamil Nadu,Regular,2026-02-07
C02358,Edhitha Suresh,Male,25-34,Bhopal,Madhya Pradesh,Regular,2025-02-09
C02359,Hemangini Raj,Female,25-34,Trichy,Tamil Nadu,Regular,2025-12-30
C02360,Gavin Ramakrishnan,Male,45-54,Kochi,Kerala,Loyal,2025-06-04
C02361,Ojas Bains,Male,25-34,Trichy,Tamil Nadu,High Value,2025-09-17
C02362,Daksh Bala,Male,25-34,Bhubaneswar,Odisha,New,2023-11-06
C02363,Atharv Bajwa,Male,35-44,Kolkata,West Bengal,High Value,2025-11-14
C02364,Kalpit Parsa,Female,18-24,Bengaluru,Karnataka,Regular,2024-06-22
C02365,Azaan Gala,Male,45-54,Madurai,Tamil Nadu,Regular,2024-11-22
C02366,Jyoti Bumb,Male,25-34,Delhi,Delhi,Regular,2025-12-04
C02367,Nimrat Ahuja,Male,55+,Indore,Madhya Pradesh,Regular,2025-11-23
C02368,Mugdha Dhawan,Female,18-24,Coimbatore,Tamil Nadu,Regular,2025-01-01
C02369,Dakshesh Master,Female,45-54,Pune,Maharashtra,Regular,2026-05-22
C02370,Lucky Magar,Male,18-24,Coimbatore,Tamil Nadu,New,2024-04-01
C02371,Anya Ramesh, MALE ,35-44,Jaipur,Rajasthan,Regular,2025-12-01
C02372,Vritti Memon,Male,45-54,Visakhapatnam,Andhra Pradesh,New,2024-10-06
C02373,Theodore Hari,Female,35-44,Indore,Madhya Pradesh,Regular,2023-10-14
C02374,Aashi Dada,Male,55+,Trichy,Tamil Nadu,Loyal,2023-10-12
C02375,Jackson Radhakrishnan,Female,35-44,Bengaluru,Karnataka,Loyal,2024-04-20
C02376,Vyanjana Garg,Female,25-34,Ahmedabad,Gujarat,Regular,2025-11-06
C02377,Wakeeta Solanki,Female,18-24,Hyderabad,Telangana,Loyal,2023-09-15
C02378,Balveer Madan,Male,18-24,Bengaluru,Karnataka,Regular,2025-12-25
C02379,Dalbir Banerjee,Male,45-54,Hyderabad,Telangana,Loyal,2025-06-10
C02380,Gopal Doctor,Female,35-44,Madurai,Tamil Nadu,Loyal,2023-11-11
C02381,Aarnav Wali,Male,18-24,Hyderabad,Telangana,New,2025-10-29
C02382,Rayaan Venkatesh,Female,55+,Kochi,Kerala,High Value,2026-01-24
C02383,Aachal Chanda,Female,18-24,Ahmedabad,Gujarat,Loyal,2025-01-25
C02384,Nakul Narain,Female,45-54,Madurai,Tamil Nadu,Regular,2026-04-06
C02385,Upma Dugal,Male,25-34,Bhopal,Madhya Pradesh,Regular,2026-01-09
C02386,Yasti Borah,Female,18-24,Bengaluru,Karnataka,High Value,2026-03-04
C02387,Tristan Anand,Male,45-54,Coimbatore,Tamil Nadu,Regular,2025-01-26
C02388,Saksham Das,Male,25-34,Patna,Bihar,Regular,2026-07-06
C02389,Vinaya Madan,Female,55+,Bhopal,Madhya Pradesh,Loyal,2026-01-30
C02390,Tanish Walia,Female,25-34,Kolkata,West Bengal,New,2026-03-07
C02391,Suhani Dhingra,Male,55+,Mysuru,Karnataka,Regular,2024-09-05
C02392,Devansh Kalita,Female,55+,Bhopal,Madhya Pradesh,Loyal,2023-12-24
C02393,Unnati Bera,Female,35-44,Bhopal,Madhya Pradesh,Loyal,2026-07-10
C02394,Kevin Bose,Female,55+,Delhi,Delhi,New,2023-12-14
C02395,Mahika Thakkar,Male,55+,Mumbai,Maharashtra,Regular,2023-12-18
C02396,Jalsa Samra,Male,35-44,Coimbatore,Tamil Nadu,Loyal,2025-06-10
C02397,Mahika Goyal,Male,25-34,Pune,Maharashtra,High Value,2024-05-01
C02398,Kala Seshadri,Male,18-24,Hyderabad,Telangana,Regular,2023-10-16
C02399,Yasti Issac,Female,35-44,Visakhapatnam,Andhra Pradesh,New,2024-06-13
C02400,Gabriel Dara,Female,25-34,Patna,Bihar,Regular,2023-08-18
C02401,Chasmum Dhingra,Female,35-44,Visakhapatnam,Andhra Pradesh,High Value,2024-12-16
C02402,Zehaan Mohan,Female,25-34,Chennai,Tamil Nadu,Loyal,2024-03-03
C02403,Zinal Venkatesh,Male,35-44,Pune,Maharashtra,High Value,2024-08-19
C02404,Ikshita Bala,Male,45-54,Patna,Bihar,Loyal,2026-06-13
C02405,Janani Raval,Male,45-54,Pune,Maharashtra,Regular,2025-08-28
C02406,Sarthak Lal,Male,55+,Pune,Maharashtra,Regular,2026-01-02
C02407,Mahika Atwal,Male,45-54,Kolkata,West Bengal,Regular,2024-04-16
C02408,Raagini Swaminathan,Female,25-34,Kochi,Kerala,Loyal,2025-01-24
C02409,Ronith Mukherjee,Female,25-34,Madurai,Tamil Nadu,Regular,2026-05-20
C02410,Kevin Samra,Male,55+,Mysuru,Karnataka,Regular,2024-05-15
C02411,Qabil Devan,Female,18-24,Mysuru,Karnataka,Regular,2025-03-16
C02412,Om Gole,Female,55+,Mysuru,Karnataka,New,2023-09-06
C02413,Vidhi Mani,Male,45-54,Bengaluru,Karnataka,Regular,2025-08-17
C02414,Thomas Sani,Male,55+,Kolkata,West Bengal,New,2025-03-22
C02415,Nidhi Varghese,Male,45-54,Chennai,Tamil Nadu,Regular,2023-12-31
C02416,Garima Luthra,Male,18-24,Trichy,Tamil Nadu,New,2025-09-25
C02417,Anika Yadav,Female,25-34,Madurai,Tamil Nadu,Loyal,2024-02-14
C02418,Chasmum Singhal,Male,18-24,Visakhapatnam,Andhra Pradesh,High Value,2023-09-23
C02419,Ria Sama,Female,18-24,Trichy,Tamil Nadu,Regular,2026-06-19
C02420,Chandran Chander,Female,25-34,Indore,Madhya Pradesh,Regular,2023-12-23
C02421,Gaurav Natt,Male,25-34,Indore,Madhya Pradesh,New,2025-08-28
C02422,Yashodhara Varma,Male,18-24,Pune,Maharashtra,Loyal,2023-11-29
C02423,Samuel Thaker,Female,18-24,Trichy,Tamil Nadu,Regular,2023-10-28
C02424,Owen Bhatt,Male,18-24,Kochi,Kerala,Loyal,2023-12-15
C02425,Jatin Mahajan,Male,45-54,Chennai,Tamil Nadu,Regular,2024-02-23
C02426,Vritti Kulkarni,Female,25-34,Ahmedabad,Gujarat,Loyal,2024-03-17
C02427,Zaitra Raman,Male,45-54,Kolkata,West Bengal,New,2025-03-29
C02428,Jyoti Rajagopalan,Male,18-24,Trichy,Tamil Nadu,High Value,2024-10-05
C02429,Xalak Dani,Female,18-24,Delhi,Delhi,Regular,2024-10-05
C02430,Orinder Thakur,Female,18-24,Trichy,Tamil Nadu,Loyal,2026-01-06
C02431,Divya Ratti,Male,25-34,Visakhapatnam,Andhra Pradesh,Regular,2026-07-04
C02432,Varsha Chadha,Male,45-54,Jaipur,Rajasthan,New,2026-01-25
C02433,Lajita Mitra,Female,35-44,Delhi,Delhi,Loyal,2023-08-22
C02434,Bakhshi Sankaran,Female,35-44,Pune,Maharashtra,Loyal,2026-05-30
C02435,Tara Ramakrishnan,Male,25-34,Madurai,Tamil Nadu,Loyal,2026-03-28
C02436,Ethan Nair,Female,25-34,Bengaluru,Karnataka,Regular,2025-04-22
C02437,Jhalak Bahl,Male,18-24,Indore,Madhya Pradesh,Regular,2025-08-26
C02438,Veer Pandya,Male,18-24,Pune,Maharashtra,Regular,2025-10-23
C02439,Vrinda Murthy,Male,45-54,Bengaluru,Karnataka,Regular,2025-06-21
C02440,Naksh Balasubramanian,Female,45-54,Indore,Madhya Pradesh,Regular,2026-05-14
C02441,Nidra Kala,Female,25-34,Kochi,Kerala,Loyal,2025-05-12
C02442,Rudra Swaminathan,Female,45-54,Mumbai,Maharashtra,Regular,2023-12-27
C02443,Yash Srinivasan,Female,55+,Patna,Bihar,Regular,2024-04-28
C02444,Samar Mohanty,Female,18-24,Mumbai,Maharashtra,Regular,2024-07-20
C02445,Frado Apte,Male,18-24,Kochi,Kerala,Regular,2024-05-01
C02446,Christopher Shroff,Male,18-24,Chennai,Tamil Nadu,Regular,2023-09-17
C02447,Madhavi Tank,Male,18-24,Indore,Madhya Pradesh,New,2024-04-26
C02448,Yuvraj Bhatia,Female,25-34,Ahmedabad,Gujarat,Regular,2024-03-19
C02449,Radhika Batra,Female,25-34,Bengaluru,Karnataka,Regular,2026-01-28
C02450,Neelima Lata,Male,25-34,Mumbai,Maharashtra,New,2024-12-18
C02451,Ikshita Hora,Female,18-24,Bengaluru,Karnataka,Regular,2025-08-19
C02452,Bhavani Khosla,Female,18-24,Kochi,Kerala,Loyal,2023-09-19
C02453,Ranveer Bandi,Male,45-54,Bhubaneswar,Odisha,Loyal,2026-01-18
C02454,Janaki Desai,Male,25-34,Mysuru,Karnataka,Regular,2026-07-07
C02455,Alexander Wadhwa,Male,18-24,Madurai,Tamil Nadu,New,2024-10-11
C02456,Lakshit Palan,Male,25-34,Kochi,Kerala,Regular,2026-07-02
C02457,Hredhaan Pillai,Female,45-54,Bengaluru,Karnataka,Regular,2024-04-04
C02458,Dominic Bava,Female,18-24,Jaipur,Rajasthan,Regular,2025-06-09
C02459,Anthony Nair,Male,18-24,Bengaluru,Karnataka,Regular,2024-03-09
C02460,Sanya Yadav,Male,18-24,Mysuru,Karnataka,Regular,2024-08-07
C02461,Orinder Oommen,Female,55+,Kochi,Kerala,Loyal,2024-05-28
C02462,Wridesh Rana,Female,25-34,,Maharashtra,Regular,2024-08-05
C02463,Neel Mody,Female,18-24,Mysuru,Karnataka,Regular,2026-04-15
C02464,Jeet Halder,Male,45-54,Bengaluru,Karnataka,Regular,2026-06-17
C02465,Darsh Bhalla,Female,25-34,Mumbai,Maharashtra,Loyal,2025-01-14
C02466,Pratyush Acharya,Male,45-54,Patna,Bihar,Regular,2024-04-11
C02467,Liam Ben,Female,25-34,Kolkata,West Bengal,New,2026-02-06
C02468,Aayush Ganguly,Female,25-34,Ahmedabad,Gujarat,Regular,2025-03-18
C02469,Sanya Sethi,Male,35-44,Trichy,Tamil Nadu,Regular,2023-08-14
C02470,Mekhala Chacko,Male,25-34,Jaipur,Rajasthan,Regular,2026-04-25
C02471,Avni Kara,Male,18-24,Patna,Bihar,Regular,2026-06-21
C02472,Nirja Prabhu,Female,25-34,Chennai,Tamil Nadu,Regular,2026-05-02
C02473,Pratyush Bhat,Male,35-44,Coimbatore,Tamil Nadu,New,2024-01-06
C02474,Aditya Dugal,Male,55+,Bhubaneswar,Odisha,High Value,2023-10-26
C02475,Janya Prasad,Male,18-24,Indore,Madhya Pradesh,Regular,2024-04-18
C02476,Pranit Doctor,Male,35-44,Delhi,Delhi,Loyal,2025-08-22
C02477,Ekapad Sekhon,Male,35-44,Kolkata,West Bengal,Loyal,2026-05-23
C02478,Qushi Pall,Male,18-24,Ahmedabad,Gujarat,Regular,2025-09-28
C02479,Jonathan Bhakta,Male,55+,Bhopal,Madhya Pradesh,Loyal,2023-12-15
C02480,Ubika Manda,Male,55+,Bengaluru,Karnataka,Loyal,2026-01-25
C02481,Kashish Sharaf,Male,35-44,Indore,Madhya Pradesh,New,2024-10-13
C02482,Turvi Randhawa,Male,18-24,Lucknow,Uttar Pradesh,High Value,2023-11-24
C02483,Vasana Sibal,Male,25-34,Mumbai,Maharashtra,Loyal,2025-02-20
C02484,Ekaraj Dora,Female,45-54,Mysuru,Karnataka,Loyal,2024-12-17
C02485,Varenya Patla,Female,35-44,Jaipur,Rajasthan,Regular,2025-09-08
C02486,Pranit Raju,Male,45-54,Kochi,Kerala,Regular,2024-05-20
C02487,Xiti Choudhry,Male,25-34,Visakhapatnam,Andhra Pradesh,Regular,2025-05-15
C02488,Mohini Sridhar,Male,18-24,Indore,Madhya Pradesh,New,2025-11-04
C02489,Ayush Rattan,Male,45-54,Delhi,Delhi,New,2025-08-12
C02490,Omkaar Dass,Male,35-44,Jaipur,Rajasthan,New,2025-05-09
C02491,Brinda Pall,Female,35-44,Pune,Maharashtra,New,2026-03-17
C02492,Aayush Parmar,Female,35-44,Mysuru,Karnataka,High Value,2024-08-12
C02493,Chanakya Keer,Female,25-34,Pune,Maharashtra,Loyal,2025-12-05
C02494,Darsh Ganesan,Female,18-24,Bhubaneswar,Odisha,Regular,2024-02-02
C02495,Ikshita Ahuja,Female,45-54,Delhi,Delhi,Loyal,2023-09-05
C02496,Varenya Bhagat,Female,35-44,Bengaluru,Karnataka,Regular,2024-08-21
C02497,Tara Aurora,Female,35-44,Visakhapatnam,Andhra Pradesh,New,2023-09-14
C02498,Udyati Tiwari,Female,35-44,Kochi,Kerala,Loyal,2025-04-20
